Row,Name,Region,Scientific Name,Sun Exposure,Rating,Description,Color,Blooming Period,Fruit Characteristics,Height,Width,Heat Tolerance,Water Requirements,Soil Requirements,Pest Tolerance,Fertility Requirements,Image,Type,Size,Lilypad
868,"Eucalyptus, Gum Tree, or Ironbarks",2,Eucalyptus spp.,['sun'],10,"Eucalyptus are a huge genus of small to large mostly evergreen trees. Some of the largest trees in the world are Eucalyptus spp. Many species have attractive blue-green aromatic leaves; foliage is frequently opposite and rounded in youth becoming alternate and ovate to lanceolate at maturity. Flowering can be attractive, but may not be as valued as the platy to exfoliating bark character on many species.","{'red', 'yellow', 'green'}","{'fall', 'spring', 'summer'}",FALSE,"[10, 300]","[0, 20]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/eucalyptuscinera.jpg,"['tree', 'annual', 'tropical']","['small', 'medium', 'large']",0.98287671
869,Southern Waxmyrtle,2,Myrica cerifera,"['sun', 'partial sun']",10,Myrica cerifera is one of the most versatile shrubs for general use in the southern two-thirds of Texas. The soft textured aromatic foliage provides an excellent backdrop to perennial borders. This shrub is best use as a large evergreen screen or limbed up as a small tree to show of the smooth silver-gray bark. Southern Waxmyrtle is tough enough to do double duty as an erosion control species on banks in minimum maintenance areas.,set(),{'spring'},TRUE,"[5, 20]","[6, 10]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/myricacerifera8.jpg,"['perennial', 'shrub', 'tree']","['small', 'medium', 'large']",0.94863014
870,Perennial Fountain Grass,2,Pennisetum alopecuroides,"['sun', 'partial sun']",10,"Perennial Fountain Grass is valued for its moderately fine textured foliage and foxtail like flowers. Several dwarf versions have become popular in recent years. Not as colorful nor striking in appearance as the red-leaved forms of Pennisetum setaceum, but more reliably cold hardy from USDA zones 5 to 8.",{'white'},"{'fall', 'summer'}",TRUE,"[1, 3]","[1, 2]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/pennisetumalopecuroideswinter.jpg,"['perennial', 'grass']","['small', 'medium']",0.96061644
871,Sotol or Desert Spoon,2,Dasylirion spp.,['sun'],10,"Sotol are close relatives of Nolina, and are similar in useage to Agavae and Yucca. Sotol exist in arid regions as small evergreen shrub-like clumps of strap-like or sword-like foliage, with or without marginal spines. The spiky flowering stalks are spectacular, sometimes reaching 15 ft in height. Plants are dioecious with females having showier creamy white flowers than the males.",{'white'},"{'spring', 'summer'}",FALSE,"[2, 15]","[2, 4]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/daryliri.jpg,['shrub'],['small'],0.95547945
872,Maki or Japanese Yew,2,Podocarpus macrophyllus var. maki,"['sun', 'partial sun', 'shade']",10,"Slow growing conifer that can eventually reach small tree stature, but makes an attractive shrub. Japanese Yew is valued for its dark evergreen foliage that resembles that of a yew (Taxus spp.). The crown is a narrow upright oval.",set(),{'spring'},TRUE,"[5, 25]","[5, 10]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/podocarpusmacrophyllusvarmaki6.jpg,"['shrub', 'tree', 'interiorscape']","['small', 'medium', 'large']",0.94863014
873,Rose Moss or Moss Rose,2,Portulaca grandiflora,"['sun', 'partial sun']",10,"Rose Moss is an old fashioned summer annual that has undergone extensive breeding work in recent years to produce double flower forms, broaden the color range of flowers, and to extend the opening of flowers into the afternoon. The low growing succulent foliage and riot of delicate colorful disk-shaped flowers make this a favorite for summer bedding and detail work as well as in hanging baskets. Can be used as a seasonal groundcover, but purslane (Portulaca oleracea) is more effective for this purpose.",{'blue'},"{'fall', 'spring', 'summer'}",FALSE,"[0.5, 0.8333333333333334]","[1.0, 1.5]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/portulacagrandiflora.jpg,"['groundcover', 'annual']","['small', 'medium']",0.97773973
874,Dwarf Pampas Grass,2,Cortaderia selloana,"['sun', 'partial sun']",10,"Dwarf Pampas Grass is a smaller version of the species type, that is about half to two-thirds the size. Useful near parking lots and sidewalks to allow a better range of vision.",{'white'},{'summer'},TRUE,"[5, 6]","[5, 6]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/cortaderiasellowiana.jpg,"['perennial', 'grass']",['small'],0.93835616
875,Purslane,2,Portulaca oleracea,"['sun', 'partial sun']",10,"A tropical perennial groundcover used as a summer annual in much of Texas. Similar in general habit to Rose Moss (Portulaca grandiflora), but somewhat more vigorous and coarse textured. Succulent foliage is intermingled with open cup to saucer-like flowers in a range of colors. Good candidate as a seasonal groundcover, bedding plant, container plant, or hanging basket.","{'red', 'pink', 'yellow', 'orange', 'white'}","{'fall', 'spring', 'summer'}",FALSE,"[0.5, 0.8333333333333334]","[1, 2]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/portulacaoleracea.jpg,"['perennial', 'groundcover', 'annual', 'tropical']","['small', 'medium']",0.97773973
876,Rough-Leaf Dogwood,2,Cornus drummondii,"['sun', 'partial sun']",10,"Rough-Leaf Dogwood is a thicket-forming deciduous shrub or small tree native to the central and eastern portions of North America, including Central and East Texas. It is usually encountered in natural landscapes, but could be effectively grown in transition landscapes, for naturalizing, or as a seasonal screen.",{'white'},{'spring'},TRUE,"[15, 30]","[20, 30]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/cornusdrumondii.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.94863014
877,Honey Mesquite,2,Prosopis glandulosa,"['sun', 'partial sun']",10,Honey Mesquite is native to large portions of our region. It is very site responsive ranging from a 30 ft tree under more mesic environments to a small shrub in desert regions. Plants cast a filtered shade and have long taproots that allow plants to survive in very arid regions. Trees can be single or multi-trunk in form.,{'white'},"{'spring', 'summer'}",TRUE,"[20, 30]","[20, 30]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/prosopisglandulosa3.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.96575342
878,Lanceleaf Coreopsis,2,Coreopsis lanceolata,"['sun', 'partial sun']",10,"Lanceleaf Coreopsis is an old-fashion wildflower that has found popularity as a herbaceous perennial in modern landscapes. Present from late winter as a compact rosette of leaves, the plant sends up slender flowering stalks with yellow to yellow-brown disk flowers and showy yellow ray flowers from spring to early summer, then sporadically till frost. Improved cultivars stay more compact and / or have improved flower characteristics.","{'red', 'yellow', 'brown'}","{'spring', 'summer'}",FALSE,"[1, 9]","[0.5, 0.75]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/coreopsislanceolata.jpg,['perennial'],"['small', 'medium']",0.96061644
879,"Anacahuite, Texas Olive, or Mexican Olive",2,Cordia boissieri,"['sun', 'partial sun']",10,Anacahuite is a handsome large shrub to small evergreen to semievergreen tree native to Texas and Mexico. The cymes of showy white flowers are highlighted by the dark green foliage background. Anacahuite has become a popular small tree for subtropical and tropical landscapes outside its native range.,"{'red', 'white'}","{'spring', 'summer'}",TRUE,"[10, 30]","[15, 30]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/cordiaboissieri.jpg,"['shrub', 'tree', 'tropical']","['small', 'large']",0.96061644
880,Blue Plumbago,2,Plumbago auriculata,"['sun', 'partial sun']",10,Blue Plumbago is a tropical shrub that is frequently planted as a herbaceous perennial or summer annual in cooler climates. Plants form irregularly mounded small shrubs with clusters of white to medium blue flowers from spring to frost.,"{'blue', 'white'}","{'fall', 'spring', 'summer'}",TRUE,"[2, 4]","[2, 5]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/plumbago.jpg,"['perennial', 'shrub', 'annual', 'tropical']","['small', 'medium']",0.97773973
881,Parsley Hawthorn,2,Crataegus marshallii,"['sun', 'partial sun']",10,"Parsley Hawthorn is a small single to multiple trunk tree with a strongly stratified branching habit. Parsley-like bluish green leaves, white spring flowers, red-orange fruit, and exfoliating bark are all assets. This is native Texas species found along woodland edges.","{'white', 'pink'}",{'spring'},TRUE,"[15, 20]","[15, 25]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/crateagusmarshalli2.jpg,"['shrub', 'tree']","['small', 'large']",0.94349315
882,Split-Leaf Philodendron,2,Philodendron selloum,"['partial sun', 'shade']",10,"Split-Leaf Philodendron offers a bold coarse textured lush tropical look to the landscape. Large lobed leaves, sometimes with whole-like patches, are a dark lustrous green have blades that range from 1 ft to 3 ft long. Petioles, which can be up to 4 ft in length, originate on a thick stout seldom branched woody stalks. Stalks bear large prominent leaf scars. These coarse textured plants can serve as massed shrubs or specimens in shaded to partly shady locations.","{'red', 'green'}","{'spring', 'summer'}",FALSE,"[3, 10]","[3, 10]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/philodendronselloum.jpg,"['shrub', 'interiorscape', 'tropical']","['small', 'medium', 'large']",0.96575342
883,Chinese Photinia,2,Photinia serratifolia   (Photinia serrulata),"['sun', 'partial sun']",10,"Chinese Photinia is a large old-fashioned evergreen shrub or small tree that is finding revived popularity in Texas landscapes. Dark glossy green coarse textured foliage, creamy white spring flowers, and clusters of small red pomes attractive from late summer to winter are the primary assets. Even larger statured than Photinia x fraseri which limits its usefulness on small lots. Flowers are considered malodorous by some people.",{'white'},{'spring'},TRUE,"[15, 30]","[10, 15]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/photiniaseratifolia2.jpg,"['shrub', 'tree']","['small', 'large']",0.94349315
884,Golden Bamboo,2,Phyllostachys aurea,"['sun', 'partial sun', 'shade']",10,Golden Bamboo is perhaps the most widely encountered of the running (spreading) bamboos. Stems (culms) are yellow and can reach a 2 inch diameter and 15 ft height. Bamboos add a decided oriental or tropical effect to landscapes. The running bamboos can be very invasive.,set(),"{'spring', 'summer'}",FALSE,"[10, 20]","[0, 20]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/phyllost.jpg,"['shrub', 'tropical']",['large'],0.95547945
885,Black Bamboo,2,Phyllostachys nigra,"['sun', 'partial sun', 'shade']",10,Black Bamboo can generally be thought of as a smaller more shrubby version of Phyllostachys aurea. Black Bamboo has attractive dark green to purple-black culms (stems).,set(),"{'spring', 'summer'}",FALSE,"[6, 15]","[0, 20]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/phyllostachysnigra.jpg,"['shrub', 'tropical']","['small', 'large']",0.96061644
886,Japanese Black Pine,2,Pinus thunbergiana,['sun'],10,Japanese Black Pine develops into a picturesque more open conifer than many of the adapted pines for Texas landscapes. Japanese Black Pine is a favorite for oriental gardens and stays more in scale with small urban lots. This handsome pine can be used in most regions of Texas with proper care.,set(),{'spring'},TRUE,"[20, 100]","[20, 30]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/pinusthunbergiana5.jpg,['tree'],"['small', 'medium']",0.94349315
887,Chinese Pistachio,2,Pistachia chinensis,['sun'],10,"Chinese Pistachio is a medium size deciduous tree suitable for use in all but the coldest portions of the Panhandle. It develops a spreading apple-tree or white oak-like growth habit. The medium textured dark green foliage turns yellow, orange, red, or maroon in autumn and is one of our most reliable trees for fall color in the southern two-thirds of Texas. Red to blue-black fruit are features of female trees, but seedlings can be invasive in some areas of Texas.","{'red', 'green'}",{'spring'},TRUE,"[30, 40]","[40, 50]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/pistaciachinensis.jpg,['tree'],"['medium', 'large']",0.94349315
888,Hawthorn,2,Crataegus spp.,"['sun', 'partial sun']",10,"Hawthorns are a genus of native and introduced small trees with attractive white spring flowers and usually a refined single to multi-stemmed short habit that fits well under power lines and in smaller urban lots. Unfortunately, a number of diseases such as cedar apple rust and fire blight can be damaging. Some species have thorns, others are nearly unarmed. Most produce attractive summer to autumn fruit, typically red to orange, which is edible on some species.","{'white', 'pink'}",{'spring'},TRUE,"[15, 20]","[15, 20]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/crateagusmarshalli.jpg,"['shrub', 'tree']","['small', 'large']",0.94349315
889,Washington Hawthorn,2,Crataegus phaenopyrum,"['sun', 'partial sun']",10,"Washington Hawthorn is an Eastern US native deciduous small tree that matures to form a flat-topped canopy. Leaves are very similar to those of Parsley Hawthorn (Crataegus marshallii) but tend to be a darker glossier green and which may develop into a good yellow to orange-red fall color. The white flowers, and in particular the red-orange fruit, are showy.",{'white'},{'spring'},TRUE,"[15, 25]","[20, 25]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/crateagusphaenopyrum3.jpg,"['shrub', 'tree']","['small', 'large']",0.94349315
890,Annual Fountain Grass or Crimson Fountaingrass,2,Pennisetum setaceum,"['sun', 'partial sun']",10,"Annual Fountain Grass is a fantastic summer annual for the northern three-fours of Texas and can be used as a herbaceous perennial in USDA zone 9b. The species type is seldom seen, with most cultivars in the trade derived from the red-leaved forms. The plants form an upright rounded fountain of usually bronze or red-green leaves topped from mid-summer to late fall by narrow bottle-brush or foxtail-like flower spikes ranging from off-white to red-bronze. Plants add much movement to the landscape in the slightest breeze.","{'red', 'white'}","{'fall', 'summer'}",TRUE,"[3, 4]","[1.5, 2.5]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/penisetumsetaceum5.jpg,"['perennial', 'grass', 'annual', 'tropical']","['small', 'medium']",0.96061644
891,Chinese Silver Grass,2,Miscanthus sinensis,"['sun', 'partial sun']",10,"Miscanthus sinensis is perhaps the most versatile species of perennial ornamental grasses used in the United States. Significant variation exists within the species resulting in cultivars of various sizes, textures, and foliage colors. Most have attractive plumes of off-white flowers in summer, which remain effective into early winter.",{'white'},"{'fall', 'summer'}",TRUE,"[5, 18]","[1, 3]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/miscanthus.jpg,"['perennial', 'grass']","['small', 'medium']",0.96061644
892,Shore Juniper,2,Juniperus conferta,['sun'],10,Shore Juniper is a dense groundcover suitable for general landscape use in sunny locations. Taller and softer textured than most of the groundcover Juniperus spp. Attractive green to blue-green foliage.,set(),{'spring'},TRUE,"[1.0, 2.0]","[5, 7]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/juniperusconferta2.jpg,"['groundcover', 'shrub']",['small'],0.93835616
893,Yaupon,2,Ilex vomitoria,"['sun', 'partial sun']",10,Ilex vomitoria is probably the most versatile evergreen holly for general use in Texas. This native holly has been selected for clones ranging in size and shape from small green meatballs to rocket-like columnar or weeping forms. Female clones have been selectd for outstanding red fall and winter fruit that contrast with the dark gray-green foliage.,{'green'},{'spring'},TRUE,"[4, 30]","[2, 15]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/ilexvomitoria.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.94863014
894,American Holly,2,Ilex opaca,"['sun', 'partial sun']",10,"Largest of the evergreen hollies generally used in Texas landscapes. Native to the Eastern USA, this is one of the most cold tolerant of the evergreen hollies, hardy into USDA zone 5 with protection. The foliage of the species is an attractive, but duller green than some of the improved cultivars. The form is pyramidal in youth, broadening to an oval with age.",{'green'},{'spring'},TRUE,"[25, 50]","[15, 20]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/ilexopaca1.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.94863014
895,Possumhaw,2,Ilex decidua,"['sun', 'partial sun', 'shade']",10,"Possumhaw is a large shrub or small tree  frequently encountered in or near seasonally wet areas in Central and East Texas (also much of Eastern USA). While this deciduous holly is fairly nondescript in summer, female plants can become a blaze of color in the fall and winter landscape. The red, orange, or yellow fruit can be a star of a bleak winter scene. Purchase a named clone or select females when in fruit. Good as a winter specimen, shrub border, winter patio plant, or for naturalizing.","{'yellow', 'green'}",{'spring'},TRUE,"[8, 20]","[6, 10]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/ilexdecidua6.jpg,"['shrub', 'tree']","['small', 'large']",0.94349315
896,Chinese Holly,2,Ilex cornuta,"['sun', 'partial sun']",10,"Ilex cornuta is seldom represented in the trade by the species type, but rather by several of the popular cultivars. Burford, Dwarf Burford, Needlepoint, and Rotundiloba Hollies are all cultivars of Ilex cornuta. The species is valued for its dense dark glossy green foliage and red berries on female clones.",{'green'},{'spring'},TRUE,"[3, 20]","[5, 15]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/ilexcor.jpg,['shrub'],"['medium', 'large']",0.94349315
897,"Texas Sage, Cenizo, or Texas Ranger",2,Leucophyllum frutescens,['sun'],10,"Texas Sage is perhaps the most widely planted of the native Trans Pecos plants in landscapes outside that region. Valued for its outstanding gray-green to siver-gray foliage and purple-pink flowers, it is suprisingly adapted to useage in much of the southern two thirds of Texas. A good semi-evergreen shrub with summer interest. Benefits from occasional pruning to enhance canopy density.","{'white', 'pink'}","{'fall', 'spring', 'summer'}",FALSE,"[4, 10]","[4, 6]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/leucophy.jpg,['shrub'],"['medium', 'large']",0.97773973
898,Nellie R. Stevens Holly,2,Ilex,"['sun', 'partial sun']",10,"Ilex x 'Nellie R. Stevens' is a large dense shrub or small tree with an upright oval crown. This female clone is valued for its dark glossy green foliage and masses of bright red berries in autumn and winter. This clone is parthenocarpic, setting some fruit without a male pollenator.",{'green'},{'spring'},TRUE,"[15, 25]","[5, 8]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/ilexnellie2.jpg,"['shrub', 'tree']","['small', 'large']",0.94349315
899,Waxleaf Ligustrum,2,Ligustrum japonicum,"['sun', 'partial sun']",10,Ligustrum japonicum is a popular medium to large broad-leaved evergreen shrub. Waxleaf Ligustrum is valued for its lustrous compact foliage and creamy white late spring flowers. Waxleaf Ligustrum can be used as an informal or formal sheared hedge. Older specimens can be pruned up into small trees.,{'white'},{'spring'},TRUE,"[6, 12]","[4, 8]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/ligustjapon2.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.94863014
900,Japanese Ligustrum,2,Ligustrum lucidum,"['sun', 'partial sun']",10,"Japanese Ligustrum is a large broad-leaved evergreen shrub or small tree. Ligustrum lucidum is similar to Ligustrum japonicum, but L. lucidum is larger, with a more open form, less glossy leaves and tends to bloom later than L japonicum. The summer boom is a plus; subsequent blue-black berries are interesting. Japanese Ligustrum should be used more as a small tree or large evergreen screen.",{'white'},{'summer'},TRUE,"[20, 25]","[7, 10]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/ligustrumlucidum3.jpg,"['shrub', 'tree']","['small', 'large']",0.94349315
901,Foster's Holly,2,Ilex x attenuata,"['sun', 'partial sun']",10,Ilex x attenuata 'Fosteri' is a medium textured evergreen holly with a narrow conical crown. The dark glossy green foliage contrasts nicely with the medium size red berries. This hybrid holly is a result of a cross between Ilex opaca x Ilex cassine. With proper siting it can be used into USDA zone 6b.,{'green'},{'spring'},TRUE,"[15, 25]","[5, 8]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/ilexattenuata2.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.94863014
902,Violet Silverleaf,2,Leucophyllum candidum,['sun'],10,"Violet Silverleaf is very similar to Leucophyllum frutescens, but is perhaps even more attractive. The silver-gray to silver-white foliage is striking and is the perfect foil for the violet flowers that follow rain events. Smaller and denser plant than L. frutescens.",{'violet'},"{'fall', 'spring', 'summer'}",FALSE,"[2, 4]","[2, 4]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/leucophyllumcandidum.jpg,['shrub'],"['small', 'medium']",0.97773973
903,Primrose Jasmine,2,Jasminum mesnyi,"['sun', 'partial sun']",10,Primrose Jasmine is a small to medium size semi-evergreen to evergreen shrub. Plants develop long arching stems resulting in a flowing mound of foliage that works well cascading down slopes or over retaining walls. Solitary bright yellow flowers appear in late winter to early spring when few other shrubs are in bloom.,{'yellow'},"{'spring', 'winter'}",FALSE,"[4, 7]","[6, 10]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/jasminum.jpg,['shrub'],"['small', 'medium']",0.96061644
904,Panicled Goldenraintree,2,Koelreuteria paniculata,['sun'],10,"Panicled Goldenraintree is an excellent small to medium size deciduous shade tree. The medium textured dark green foliage contrasts with the late spring to early summer terminal panicles of yellow flowers. The tree forms an umbrella-like canopy and develops a good yellow to orange fall color. The panicles of Japanese-lantern like fruit capsules go from light green to orange-tan to rich brown in summer and fall, eventually becoming black-brown in winter. Old specimens tend to develop a corky bark.",{'yellow'},"{'spring', 'summer'}",TRUE,"[20, 40]","[20, 30]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/koelreuteriapaniculata.jpg,['tree'],"['small', 'medium']",0.96061644
905,Copperbark Crapemyrtle,2,Lagerstroemia fauriei,['sun'],10,"Copperbark Crapemyrtles are perhaps best known as one of the species used to add cold hardiness and powdery mildew resistance to some of the USDA / National Arboretum releases. Copperbark Crapermyrtles as the name suggests have outstanding patchy sinuous bark that exfoliates to expose new copper brown bark, a truly spectacular effect. While the flowers are smaller and their color is limited to white, the growth habit is vigorous and much more tree-like than Lagerstroemia indica.",{'white'},{'summer'},TRUE,"[15, 30]","[15, 25]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/lagerstroemiafaurei.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.94863014
907,Common Morning Glory,2,Ipomoea purpurea,['sun'],10,"Common Morning Glory is one of the most widely recognized annual flowering vines in garden use. The medium to dark green cordate leaves contrast with the purple, blue, white, pink, or red trumpet-shaped flowers. An old-fashion favorite of gardeners, it is hated by farmers as a common weed species. Native to the tropics, it has naturalized over much of North America. Flowers effective in morning, but close in the heat of the day.","{'blue', 'red', 'white', 'pink'}","{'fall', 'spring', 'summer'}",TRUE,"[20, 25]","[20, 25]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/ipomoeapurpurea.jpg,"['vine', 'annual', 'tropical']",['medium'],0.97260274
908,Bay Laurel,2,Laurus nobilis,"['sun', 'partial sun']",10,Bay Laurel is the classic laurel of antiquity used to fashion victory wreaths for ancient Greek and Roman generals and athletes. It also serves as a handsome upright growing evergreen larger shrub to small tree. The foliage is bay scented when crushed.,{'white'},{'spring'},FALSE,"[10, 20]","[8, 15]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/laurusnobilis4.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.94863014
909,Shrub Morning Glory or Bush Morning Glory,2,Ipomoea carnea subsp. fistulosa (Ipomoea fistulosa),['sun'],10,Shrub Morning Glory is an old-fashion dooryard plant in South Texas enjoying a resurgence of interest as a herbaceous perennial or summer annual in cooler climates. This coarse-textured plant can form a large upright shrub in a season; covered from mid-spring to frost with large lavender trumpet-shaped blossoms; flowers usually close in the afternoon unless the day is cloudy.,set(),"{'fall', 'spring', 'summer'}",FALSE,"[6, 8]","[4, 6]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/ipomoeafistulosa3.jpg,"['perennial', 'shrub', 'annual', 'tropical']","['medium', 'large']",0.97773973
911,Chinese Privet,2,Ligustrum sinense,"['sun', 'partial sun', 'shade']",10,"The Chinese Privet, sometimes referred to as the Common Privet, is a semi-evergreen shrub in much of Texas. Ligustrum sinense has small ovate leaves that are margined in white or cream on the popular cultivar L. sinense 'Variegatum'. While the shrub is very tough it has limited ornamental appeal. Chinese Privet should probably be reserved for hedging or screening on difficult sites. The small white flowers panicles are mildly interesting.",{'white'},{'spring'},FALSE,"[4, 12]","[6, 10]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/ligustrumsinen2.jpg,['shrub'],"['small', 'medium', 'large']",0.94863014
912,Rose-Of-Sharon or Shrub Althea,2,Hibiscus syriacus,"['sun', 'partial sun']",10,Rose-Of-Sharon is a favorite deciduous shrub of days past. Rose-Of-Sharon forms an upright leggy crown. Late spring or early summer mallow-like flowers in a range of colors are the primary attraction. The species is plagued with a number of pest problems.,"{'blue', 'white', 'pink', 'maroon'}","{'spring', 'summer'}",TRUE,"[10, 12]","[5, 7]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/hibiscussyriacus3.jpg,"['shrub', 'tree']","['small', 'large']",0.96061644
913,"American Sweetgum, Red Gum, White Gum, Star-leaved Gum, Alligator Tree, Bilsted, Satin Walnut",2,Liquidambar styraciflua,['sun'],10,"American Sweetgum is a widely distributed large deciduous tree native to the Southeastern USA. It has an attractive narrowly pyramidal form in youth becoming a more oval crown with age. The five-lobed, nearly star-shaped, dark glossy green leaves turn wonderous combinations of yellow, orange, red, and purple in autumn. Woody satellite-like capsules are a maintenance liability.",{'green'},{'spring'},TRUE,"[40, 60]","[20, 30]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/liquidambarstyraciflua.jpg,['tree'],"['medium', 'large']",0.94349315
915,Thyrallis or Yellow Plumbago,2,Galphimia glauca (Thryrallis glauca),"['sun', 'partial sun']",10,"Thyrallis is a handsome small to medium size evergreen shrub with season long interest that is native to Mexico and Guatemala. Plants have a rounded habit, blue-green leaves, and spring to fall terminal spikes of yellow flowers. Plants can serva as general purpose evergreen shrubs in warm climates and as summer annual accents in colder climates. They work well in shrub borders, hedges, masses, and large containers.",{'yellow'},"{'fall', 'spring', 'summer'}",FALSE,"[4, 9]","[3, 6]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/galphimiaglaucacloseup.jpg,"['shrub', 'annual', 'tropical']","['small', 'medium', 'large']",0.98287671
916,Ash Juniper,2,Juniperus ashei,['sun'],10,Ash Juniper is an evergreen large shrub to medium size tree native to the Texas Hill Country. This species range occurs just to the west of that of Juniperus virginiana. Trees begin roughly conical and become more rounded in habit at maturity. Trunks may be single to multiple stem. The bark on the sinuous trunk exfoliates in stringy strips. It serves as critical habitate for several species of wildlife.,set(),"{'spring', 'winter'}",TRUE,"[15, 25]","[15, 20]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/juniperusashei4.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.96575342
917,Barbados Cherry,2,Malpighia glabra,"['sun', 'partial sun']",10,"Barbados Cherry is a dense twiggy multi-stem small to medium size evergreen shrub. The small medium to dark green leaves, densely branching fine textured stems, and suckering make this plant a good substitute for Boxwoods (Buxus spp.) for formal sheared hedges in the southern half of Texas. The diminutive flowers are fragrant and mildly showy. In warmer parts of the region, small red drupes can be of interest. This shrub has fairly rapid growth, good tolerance to heat, drought, and some salt exposure once established.","{'red', 'white', 'pink'}","{'fall', 'spring', 'summer'}",TRUE,"[4, 9]","[4, 8]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/malpighiaglabra3.jpg,"['shrub', 'tropical']","['small', 'medium']",0.97773973
918,Giant Turk's Cap,2,Malvaviscus arboreus var. mexicanus,"['sun', 'partial sun']",10,Giant Turk's Cap is a subtropical perennial or woody shrub often planted as a summer annual in cooler regions. The dark green leaves contrast with the large drooping red blossoms.,"{'red', 'white'}","{'fall', 'spring', 'summer'}",TRUE,"[7, 9]","[3, 4]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/malvaviscusarboreusvarmexicana4.jpg,"['perennial', 'shrub', 'annual', 'tropical']","['small', 'medium', 'large']",0.98287671
919,Turk's Cap,2,Malvaviscus arboreus var. drummondii,"['sun', 'partial sun', 'shade']",10,"An outstanding native Texas herbaceous perennial. Spreads from root suckers and seeds; dark green lobed red maple like leaves; 1 inch long upright red flowers; adaptable to sun or shade, best in partial shade. Excellent in naturalized landscapes, shaded understories, tall groundcover, hummingbird plant.",{'red'},"{'fall', 'spring', 'summer'}",TRUE,"[3, 8]","[2, 6]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/malvaviscus.jpg,"['perennial', 'groundcover', 'shrub']",['small'],0.97260274
920,Chinese Parasol Tree,2,Firmiana simplex,"['sun', 'partial sun']",10,Chinese Parasol Tree is an introduced small to medium size upright oval to rounded crown. The large tropical leaves and bright green stems add an exotic touch. Its coarse-texture is exaggerated by the club-like branches in winter. Terminal panicles of yellow-green flowers are followed by ornamental green to tan fruit. This species has naturalized and become a weed in some locales.,"{'yellow', 'green'}","{'spring', 'summer'}",TRUE,"[25, 40]","[15, 25]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/firmianasimplex3.jpg,"['tree', 'tropical']","['small', 'medium', 'large']",0.96575342
